miina,1
imiina,1
omiina,1
minâ,1
ominâ,1
mini,1
miny,1
miny jut !,1
mita,1
oomitaa,1
uny,2
uny jut ûxaaû !,1
uny jut tang ame uhni !,1
unyin,2
unyik,1
unyâm,1
unyi Paulo,1
iee hnyaar aang  unyâm ?,1
uök,1
iuök,1
uoû,1
bwiny uoû,1
up,1
hirondelle du Pacifique,1
martinet (hirondelle),1
martin-pêcheur,1
stourne des Loyauté (merle noir),1
siffleur des Loyauté,1
