miina,mot
imiina,sous_mot
omiina,sous_mot
minâ,mot
ominâ,sous_mot
mini,mot
miny,mot
miny jut !,mot
mita,mot
oomitaa,sous_mot
uny,mot
uny jut ûxaaû !,sous_mot
uny jut tang ame uhni !,sous_mot
unyin,mot
unyik,sous_mot
unyâm,sous_mot
unyi Paulo,sous_mot
iee hnyaar aang  unyâm ?,sous_mot
uök,mot
iuök,sous_mot
uoû,mot
bwiny uoû,sous_mot
up,mot
